bm25_score,brand_match,cat_match,digit_match,levenshtein,token_overlap_ratio,title_len,query_len,label
11.247248317472211,1.0,0.0,1.0,0.3142857142857143,0.25,10.0,4.0,1
22.05226009140106,1.0,1.0,1.0,0.4931506849315068,0.5,10.0,4.0,0
21.05368741755531,1.0,1.0,1.0,0.3793103448275862,0.25,8.0,4.0,0
20.74247974759929,1.0,1.0,1.0,0.4571428571428572,0.25,9.0,4.0,0
0.0,0.0,0.0,1.0,0.17142857142857137,0.0,7.0,6.0,1
11.800191549044621,1.0,0.0,1.0,0.27118644067796616,0.16666666666666666,15.0,6.0,0
10.6191614258875,1.0,0.0,1.0,0.31034482758620685,0.16666666666666666,15.0,6.0,0
10.458129284803643,1.0,0.0,1.0,0.26890756302521013,0.16666666666666666,17.0,6.0,0
21.709372173704978,1.0,0.0,1.0,0.23076923076923073,1.0,14.0,2.0,1
15.934490221699946,1.0,0.0,1.0,0.4,0.5,5.0,2.0,0
10.620598122573611,1.0,0.0,1.0,0.303030303030303,0.0,5.0,2.0,0
9.94497302414891,0.0,1.0,1.0,0.3783783783783784,0.5,5.0,2.0,0
27.44879652148351,1.0,0.0,1.0,0.625,1.0,7.0,3.0,1
11.158160601877519,1.0,0.0,1.0,0.4516129032258065,0.3333333333333333,4.0,3.0,0
10.892202404484921,1.0,0.0,1.0,0.46153846153846156,0.3333333333333333,5.0,3.0,0
10.48837140245417,0.0,0.0,1.0,0.3214285714285714,0.0,8.0,3.0,0
15.263452512215114,0.0,0.0,1.0,0.3902439024390244,1.0,7.0,1.0,1
15.263452512215114,0.0,0.0,1.0,0.30188679245283023,1.0,8.0,1.0,0
0.0,0.0,0.0,1.0,0.11538461538461542,0.0,11.0,1.0,0
0.0,0.0,0.0,1.0,0.3076923076923077,0.0,6.0,1.0,0
0.0,0.0,0.0,1.0,0.2702702702702703,0.0,5.0,2.0,1
0.0,0.0,0.0,1.0,0.2222222222222222,0.0,10.0,2.0,0
0.0,0.0,0.0,1.0,0.15625,0.0,10.0,2.0,0
0.0,0.0,0.0,1.0,0.21276595744680848,0.0,9.0,2.0,0
5.745347645430885,1.0,0.0,1.0,0.3232323232323232,0.0,15.0,6.0,1
16.408310638562632,0.0,0.0,1.0,0.4,0.16666666666666666,7.0,6.0,0
14.290293823364017,0.0,0.0,1.0,0.3728813559322034,0.3333333333333333,10.0,6.0,0
13.823521951110195,0.0,0.0,1.0,0.3125,0.3333333333333333,12.0,6.0,0
0.0,0.0,0.0,1.0,0.1333333333333333,0.0,8.0,4.0,1
13.183874306445384,0.0,0.0,1.0,0.22857142857142854,0.25,10.0,4.0,0
0.0,0.0,0.0,1.0,0.10909090909090913,0.0,8.0,4.0,0
0.0,0.0,0.0,1.0,0.125,0.0,8.0,4.0,0
17.830985829711743,1.0,1.0,1.0,0.41463414634146345,0.5,14.0,4.0,1
17.046138558717026,1.0,1.0,1.0,0.41463414634146345,0.5,12.0,4.0,0
16.75153808748235,1.0,1.0,1.0,0.41463414634146345,0.5,12.0,4.0,0
13.63739617886031,0.0,0.0,1.0,0.28985507246376807,0.25,12.0,4.0,0
0.0,0.0,0.0,0.0,0.2857142857142857,0.0,11.0,12.0,1
21.96846849154247,1.0,0.0,1.0,0.4545454545454546,0.16666666666666666,15.0,12.0,0
13.27361329572059,0.0,0.0,1.0,0.25899280575539574,0.08333333333333333,11.0,12.0,0
13.085537145097872,0.0,0.0,0.0,0.18604651162790697,0.08333333333333333,8.0,12.0,0
3.5253382527244916,0.0,1.0,0.0,0.18965517241379315,0.16666666666666666,15.0,6.0,1
15.983064695503767,0.0,1.0,0.0,0.33870967741935487,0.3333333333333333,15.0,6.0,0
15.895268441219747,1.0,1.0,0.0,0.24761904761904763,0.3333333333333333,13.0,6.0,0
14.84703799158897,0.0,1.0,0.0,0.2909090909090909,0.3333333333333333,13.0,6.0,0
23.436224057686687,1.0,1.0,1.0,0.4814814814814815,0.5,8.0,4.0,1
23.436224057686687,1.0,1.0,1.0,0.4814814814814815,0.5,8.0,4.0,0
23.436224057686687,1.0,1.0,1.0,0.49056603773584906,0.5,8.0,4.0,0
23.436224057686687,1.0,1.0,1.0,0.4814814814814815,0.5,8.0,4.0,0
0.0,0.0,0.0,1.0,0.07407407407407407,0.0,3.0,2.0,1
12.297522101470214,0.0,0.0,1.0,0.2592592592592593,0.5,9.0,2.0,0
11.368431850184205,0.0,0.0,1.0,0.2909090909090909,0.5,8.0,2.0,0
11.368431850184205,0.0,0.0,1.0,0.2909090909090909,0.5,8.0,2.0,0
0.0,1.0,0.0,1.0,0.21052631578947367,0.0,7.0,4.0,1
0.0,1.0,0.0,1.0,0.1159420289855072,0.0,10.0,4.0,0
0.0,1.0,0.0,1.0,0.12765957446808507,0.0,5.0,4.0,0
