brand_match,type_match,cat_match,token_overlap_count,token_overlap_ratio,first_token_match,query_len,title_len,has_brand_intent,bm25_score,title_jaccard,title_fuzzy,label
1.0,0.0,0.0,1.0,0.25,0.0,4.0,10.0,1.0,8.656342267740367,0.07692307692307693,0.22857142857142856,1
1.0,1.0,1.0,1.0,0.25,1.0,4.0,8.0,1.0,20.80428223297566,0.09090909090909091,0.3448275862068966,0
1.0,1.0,1.0,1.0,0.25,1.0,4.0,9.0,1.0,20.66227642112529,0.08333333333333333,0.45714285714285713,0
1.0,1.0,1.0,2.0,0.5,1.0,4.0,10.0,1.0,17.843944035136122,0.16666666666666666,0.4931506849315068,0
0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,1.0,0.0,0.0,0.14285714285714285,1
1.0,0.0,0.0,1.0,0.16666666666666666,0.0,6.0,15.0,1.0,8.866290190007213,0.05,0.2542372881355932,0
1.0,0.0,0.0,1.0,0.16666666666666666,0.0,6.0,15.0,1.0,7.230218745919469,0.05,0.29310344827586204,0
1.0,0.0,0.0,1.0,0.16666666666666666,0.0,6.0,17.0,1.0,7.129026508076391,0.045454545454545456,0.25210084033613445,0
1.0,0.0,0.0,2.0,1.0,1.0,2.0,14.0,1.0,19.324698684874956,0.14285714285714285,0.23076923076923078,1
1.0,0.0,0.0,1.0,0.5,0.0,2.0,5.0,1.0,13.945717291240195,0.16666666666666666,0.4,0
1.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,1.0,10.513267875896902,0.0,0.30303030303030304,0
0.0,1.0,1.0,1.0,0.5,1.0,2.0,5.0,1.0,9.238672605623877,0.16666666666666666,0.3783783783783784,0
1.0,0.0,0.0,3.0,1.0,1.0,3.0,7.0,1.0,22.550975112709608,0.42857142857142855,0.625,1
0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,1.0,10.440528301452009,0.0,0.32142857142857145,0
1.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,1.0,9.617536185846914,0.0,0.35,0
1.0,0.0,0.0,1.0,0.3333333333333333,0.0,3.0,4.0,1.0,9.075659144696122,0.16666666666666666,0.45161290322580644,0
0.0,0.0,0.0,1.0,1.0,1.0,1.0,7.0,0.0,12.179961860848076,0.14285714285714285,0.3902439024390244,1
0.0,0.0,0.0,1.0,1.0,1.0,1.0,8.0,0.0,12.466884529723771,0.125,0.3018867924528302,0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.11428571428571428,0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.11764705882352941,0
0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.2702702702702703,1
0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.12903225806451613,0
0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.2857142857142857,0
0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,0.0,0.0,0.0,0.18461538461538463,0
1.0,0.0,0.0,0.0,0.0,0.0,6.0,15.0,1.0,6.014738450774857,0.0,0.24,1
0.0,0.0,0.0,1.0,0.16666666666666666,0.0,6.0,7.0,1.0,15.123794354916217,0.08333333333333333,0.4,0
0.0,0.0,0.0,2.0,0.3333333333333333,0.0,6.0,10.0,1.0,13.258261050968734,0.14285714285714285,0.3050847457627119,0
0.0,0.0,0.0,2.0,0.3333333333333333,0.0,6.0,11.0,1.0,12.235341874615706,0.13333333333333333,0.4507042253521127,0
0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0,0.0,0.0,0.1,1
0.0,0.0,0.0,1.0,0.25,0.0,4.0,10.0,0.0,9.102674939249148,0.07692307692307693,0.22857142857142856,0
0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0,0.0,0.0,0.1111111111111111,0
0.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,0.0,0.0,0.0,0.1891891891891892,0
1.0,1.0,1.0,2.0,0.5,1.0,4.0,14.0,1.0,14.206122070871036,0.125,0.4146341463414634,1
1.0,1.0,1.0,1.0,0.25,1.0,4.0,10.0,1.0,12.934745796910029,0.07692307692307693,0.3333333333333333,0
1.0,1.0,1.0,2.0,0.5,1.0,4.0,12.0,1.0,12.709623030031812,0.14285714285714285,0.4146341463414634,0
0.0,1.0,1.0,1.0,0.25,1.0,4.0,11.0,1.0,12.587195808335826,0.07142857142857142,0.2702702702702703,0
0.0,0.0,0.0,0.0,0.0,0.0,12.0,11.0,1.0,0.0,0.0,0.16666666666666666,1
1.0,0.0,0.0,2.0,0.16666666666666666,0.0,12.0,15.0,1.0,17.151880265617923,0.08,0.3595505617977528,0
0.0,0.0,0.0,1.0,0.08333333333333333,0.0,12.0,11.0,1.0,10.646718681007298,0.045454545454545456,0.18439716312056736,0
1.0,0.0,0.0,1.0,0.08333333333333333,1.0,12.0,11.0,1.0,10.280907706618937,0.045454545454545456,0.26666666666666666,0
0.0,0.0,1.0,0.0,0.0,0.0,6.0,15.0,1.0,0.0,0.0,0.10256410256410256,1
1.0,0.0,1.0,1.0,0.16666666666666666,1.0,6.0,13.0,1.0,10.622123181534155,0.05555555555555555,0.1320754716981132,0
0.0,0.0,1.0,1.0,0.16666666666666666,1.0,6.0,15.0,1.0,10.038814188301673,0.05,0.224,0
1.0,0.0,0.0,1.0,0.16666666666666666,0.0,6.0,9.0,1.0,9.908930191010432,0.07142857142857142,0.3404255319148936,0
1.0,0.0,1.0,2.0,0.5,0.0,4.0,8.0,1.0,18.239137468760347,0.2,0.48148148148148145,1
1.0,0.0,1.0,2.0,0.5,0.0,4.0,8.0,1.0,18.239137468760347,0.2,0.48148148148148145,0
1.0,0.0,1.0,2.0,0.5,0.0,4.0,8.0,1.0,18.239137468760347,0.2,0.49056603773584906,0
1.0,0.0,1.0,2.0,0.5,0.0,4.0,8.0,1.0,18.239137468760347,0.2,0.48148148148148145,0
0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.07407407407407407,1
0.0,0.0,0.0,1.0,0.5,0.0,2.0,9.0,0.0,9.781062409987978,0.1,0.2222222222222222,0
0.0,0.0,0.0,1.0,0.5,0.0,2.0,8.0,0.0,8.164367665412009,0.1111111111111111,0.21818181818181817,0
0.0,0.0,0.0,1.0,0.5,0.0,2.0,8.0,0.0,8.164367665412009,0.1111111111111111,0.21818181818181817,0
1.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,1.0,0.0,0.0,0.14035087719298245,1
1.0,0.0,0.0,0.0,0.0,0.0,4.0,13.0,1.0,0.0,0.0,0.09090909090909091,0
0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,0.0,0.0,0.10909090909090909,0
1.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,0.0,0.0,0.08,0
1.0,0.0,0.0,3.0,0.75,0.0,4.0,11.0,1.0,13.460918165823855,0.25,0.42105263157894735,1
1.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,1.0,11.109326558713352,0.0,0.18867924528301888,0
1.0,0.0,0.0,2.0,0.5,0.0,4.0,7.0,1.0,10.604914901504984,0.2222222222222222,0.42105263157894735,0
1.0,0.0,0.0,2.0,0.5,0.0,4.0,7.0,1.0,10.604914901504984,0.2222222222222222,0.42857142857142855,0
0.0,0.0,0.0,2.0,0.6666666666666666,1.0,3.0,8.0,0.0,6.923786463177823,0.2222222222222222,0.35294117647058826,1
0.0,0.0,0.0,1.0,0.3333333333333333,0.0,3.0,8.0,0.0,12.213046613375429,0.1,0.2727272727272727,0
0.0,0.0,0.0,1.0,0.3333333333333333,0.0,3.0,5.0,0.0,11.432228857654497,0.14285714285714285,0.3783783783783784,0
0.0,0.0,0.0,2.0,0.6666666666666666,1.0,3.0,14.0,0.0,11.208035377950523,0.13333333333333333,0.32098765432098764,0
1.0,0.0,0.0,1.0,0.5,1.0,2.0,11.0,1.0,8.229699009501466,0.08333333333333333,0.21052631578947367,1
0.0,0.0,0.0,1.0,0.5,0.0,2.0,8.0,1.0,12.390017013309782,0.1111111111111111,0.2553191489361702,0
0.0,0.0,0.0,1.0,0.5,0.0,2.0,8.0,1.0,12.036272079090967,0.1111111111111111,0.3111111111111111,0
0.0,0.0,0.0,1.0,0.5,0.0,2.0,12.0,1.0,11.70216584794911,0.07692307692307693,0.24561403508771928,0
1.0,0.0,1.0,0.0,0.0,0.0,3.0,9.0,1.0,0.0,0.0,0.19607843137254902,1
1.0,0.0,0.0,1.0,0.3333333333333333,1.0,3.0,7.0,1.0,11.442439093241262,0.1111111111111111,0.35555555555555557,0
1.0,0.0,0.0,1.0,0.3333333333333333,0.0,3.0,7.0,1.0,10.871890999018587,0.1111111111111111,0.16326530612244897,0
0.0,0.0,0.0,1.0,0.3333333333333333,1.0,3.0,8.0,1.0,10.730343052690445,0.1,0.36,0
1.0,0.0,0.0,1.0,0.3333333333333333,1.0,3.0,4.0,1.0,19.83776343445804,0.16666666666666666,0.4444444444444444,1
0.0,0.0,0.0,1.0,0.3333333333333333,0.0,3.0,7.0,1.0,15.214208828599542,0.1111111111111111,0.3793103448275862,0
1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,13.49013802433419,0.0,0.1935483870967742,0
1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,13.49013802433419,0.0,0.17647058823529413,0
0.0,1.0,1.0,1.0,0.25,1.0,4.0,7.0,1.0,12.622559705867967,0.1,0.5,1
1.0,0.0,0.0,1.0,0.25,1.0,4.0,6.0,1.0,14.998540336384963,0.1111111111111111,0.2641509433962264,0
1.0,1.0,1.0,1.0,0.25,1.0,4.0,6.0,1.0,13.603438718347498,0.1111111111111111,0.41509433962264153,0
0.0,0.0,0.0,1.0,0.25,1.0,4.0,9.0,1.0,13.482014515374829,0.08333333333333333,0.30303030303030304,0
1.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,1.0,0.0,0.0,0.25,1
1.0,0.0,0.0,1.0,0.3333333333333333,0.0,3.0,12.0,1.0,13.060717387704578,0.07142857142857142,0.19753086419753085,0
1.0,1.0,1.0,2.0,0.6666666666666666,1.0,3.0,7.0,1.0,12.922164016354802,0.25,0.5909090909090909,0
1.0,1.0,1.0,2.0,0.6666666666666666,1.0,3.0,9.0,1.0,12.77172082944523,0.2,0.4262295081967213,0
0.0,0.0,0.0,2.0,0.6666666666666666,1.0,3.0,14.0,1.0,14.819690772530544,0.13333333333333333,0.25316455696202533,1
0.0,0.0,0.0,2.0,0.6666666666666666,1.0,3.0,14.0,1.0,12.92292017750421,0.13333333333333333,0.2564102564102564,0
